Make;Model;Vehicle Class;Engine Size(L);Cylinders;Transmission;Fuel Type;Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Fuel Consumption Comb (mpg);CO2 Emissions(g/km)
LEXUS;IS 300 AWD;COMPACT;03. May;6;AS6;Z;12. Mar;09. Jan;10. Sep;26;254
LEXUS;IS 350 AWD;COMPACT;03. May;6;AS6;Z;12. Mar;09. Jan;10. Sep;26;254
LEXUS;LC 500;SUBCOMPACT;5;8;AS10;Z;15. Jan;09. May;12. Jun;22;294
LEXUS;LC 500h;SUBCOMPACT;03. May;6;AV10;Z;9;07. Jan;08. Jan;35;189
LEXUS;LS 500 AWD;MID-SIZE;03. Apr;6;AS10;Z;13. Jan;08. Jul;11. Jan;25;261
LEXUS;LS 500h AWD;MID-SIZE;03. May;6;AV10;Z;10. Mar;07. Jul;09. Jan;31;214
LEXUS;LX 570;SUV - STANDARD;05. Jul;8;AS8;Z;18. Feb;12. Aug;15. Aug;18;371
LEXUS;NX 300 AWD;SUV - SMALL;2;4;AS6;Z;10. Jul;08. May;09. Jul;29;226
LEXUS;NX 300 AWD F SPORT;SUV - SMALL;2;4;AS6;Z;10. Aug;08. Sep;09. Sep;29;232
LEXUS;NX 300h AWD;SUV - SMALL;02. May;4;AV6;X;07. Feb;07. Sep;07. May;38;176
LEXUS;RC 300 AWD;SUBCOMPACT;03. May;6;AS6;Z;13. Jan;09. Aug;11. Feb;25;262
LEXUS;RC 350 AWD;SUBCOMPACT;03. May;6;AS6;Z;13. Jan;09. Aug;11. Feb;25;262
LEXUS;RC F;SUBCOMPACT;5;8;AS8;Z;15. Feb;09. May;12. Jun;22;289
LEXUS;RX 350 AWD;SUV - SMALL;03. May;6;AS8;X;12. Feb;9;10. Aug;26;252
LEXUS;RX 350 L AWD;SUV - SMALL;03. May;6;AS8;X;13. Jan;09. Apr;11. Jan;25;268
LEXUS;RX 450h AWD;SUV - STANDARD;03. May;6;AV6;Z;07. May;08. Apr;07. Sep;36;185
LEXUS;RX 450h L AWD;SUV - STANDARD;03. May;6;AV6;Z;08. Jan;08. Apr;08. Jan;35;190
LEXUS;UX 200;MID-SIZE;2;4;AS10;X;8;06. Mar;07. Feb;39;168
LEXUS;UX 250h;COMPACT;2;4;AV6;X;05. May;05. Jul;05. Jun;50;130
LEXUS;UX 250h AWD;COMPACT;2;4;AV6;X;05. Jul;06. Feb;6;47;140
LINCOLN;Continental AWD;FULL-SIZE;02. Jul;6;AS6;X;14;09. Apr;12;24;281
LINCOLN;Continental AWD;FULL-SIZE;3;6;AS6;X;14. May;09. Aug;12. Mar;23;289
LINCOLN;Continental AWD;FULL-SIZE;03. Jul;6;AS6;X;14. Mar;09. Jul;12. Feb;23;287
LINCOLN;MKC AWD;SUV - SMALL;2;4;AS6;X;12. Mar;09. Mar;11;26;257
LINCOLN;MKC AWD (Start/Stop);SUV - SMALL;2;4;AS6;X;12. Feb;09. Mar;10. Sep;26;256
LINCOLN;MKC AWD;SUV - SMALL;02. Mar;4;AS6;X;13. Jan;09. May;11. May;25;270
LINCOLN;MKT AWD;SUV - STANDARD;03. May;6;AS6;X;15. Jul;11. Feb;13. Jul;21;322
LINCOLN;MKT Livery AWD;SPECIAL PURPOSE VEHICLE;03. Jul;6;A6;X;14. Jul;10. Mar;12. Jul;22;297
LINCOLN;MKZ AWD;MID-SIZE;2;4;AS6;X;12. Jan;08. Apr;10. Apr;27;245
LINCOLN;MKZ AWD;MID-SIZE;3;6;AS6;X;14;09. Feb;11. Aug;24;278
LINCOLN;MKZ Hybrid;MID-SIZE;2;4;AV;X;05. Jul;06. Feb;05. Sep;48;139
LINCOLN;Nautilus;SUV - SMALL;2;4;AS8;X;12;09. Jun;10. Jul;26;250
LINCOLN;Nautilus;SUV - SMALL;02. Jul;6;AS8;X;12. Jun;09. Feb;11;26;259
LINCOLN;Navigator 4X4;SUV - STANDARD;03. May;6;AS10;X;15;11. Apr;13. Apr;21;314
MASERATI;Ghibli;MID-SIZE;3;6;AS8;Z;14. Jan;09. Aug;12. Feb;23;286
MASERATI;Ghibli S;MID-SIZE;3;6;AS8;Z;14. Jul;09. Sep;12. Jun;22;295
MASERATI;Ghibli SQ4;MID-SIZE;3;6;AS8;Z;14. Jul;09. Sep;12. Jun;22;295
MASERATI;GranTurismo Convertible;SUBCOMPACT;04. Jul;8;AS6;Z;17. Aug;11. Jun;15;19;354
MASERATI;Levante;SUV - STANDARD;3;6;AS8;Z;15. Sep;11. Jan;13. Jul;21;324
MASERATI;Levante S;SUV - STANDARD;3;6;AS8;Z;16. Jan;11. Apr;14;20;330
MASERATI;Levante GTS;SUV - STANDARD;03. Aug;8;AS8;Z;17. Sep;12. Sep;15. Mar;18;360
MASERATI;Levante Trofeo;SUV - STANDARD;03. Aug;8;AS8;Z;17. Sep;12. Sep;15. Mar;18;360
MASERATI;Quattroporte S;FULL-SIZE;3;6;AS8;Z;15. Jan;10. Mar;12. Aug;22;299
MASERATI;Quattroporte SQ4;FULL-SIZE;3;6;AS8;Z;15;10. Mar;12. Aug;22;301
MASERATI;Quattroporte GTS;FULL-SIZE;03. Aug;8;AS8;Z;16;10. Aug;13. Jul;21;321
MAZDA;CX-3;COMPACT;2;4;AS6;X;08. Mar;06. Sep;07. Jul;37;179
MAZDA;CX-3;COMPACT;2;4;M6;X;08. Aug;7;8;35;186
MAZDA;CX-3 4WD;COMPACT;2;4;AS6;X;08. Jun;07. Apr;08. Jan;35;189
MAZDA;CX-5;SUV - SMALL;2;4;M6;X;09. Jul;07. Jul;08. Aug;32;206
MAZDA;CX-5;SUV - SMALL;02. May;4;AS6;X;09. Jul;07. Aug;08. Aug;32;206
MAZDA;CX-5 (Cylinder Deactivation);SUV - SMALL;02. May;4;AS6;X;09. Mar;07. Jun;08. May;33;201
MAZDA;CX-5 4WD;SUV - SMALL;02. May;4;AS6;X;10. Feb;08. Feb;09. Mar;30;217
MAZDA;CX-5 4WD (Cylinder Deactivation);SUV - SMALL;02. May;4;AS6;X;09. Aug;07. Sep;9;31;208
MAZDA;CX-5 Turbo 4WD;SUV - SMALL;02. May;4;AS6;X;10. Aug;08. Jul;09. Aug;29;230
MAZDA;CX-5 Diesel 4WD;SUV - SMALL;02. Feb;4;AS6;D;08. Sep;07. Sep;08. Apr;34;227
MAZDA;CX-9;SUV - SMALL;02. May;4;AS6;X;10. Jun;08. Apr;09. Jun;29;225
MAZDA;CX-9 4WD;SUV - SMALL;02. May;4;AS6;X;11. Jun;09. Jan;10. May;27;244
MAZDA;Mazda3 4-Door;COMPACT;2;4;AS6;X;08. Apr;06. Jun;07. Jun;37;178
MAZDA;Mazda3 4-Door (SIL);COMPACT;2;4;M6;X;08. Jul;06. Apr;07. Jul;37;180
MAZDA;Mazda3 4-Door;COMPACT;02. May;4;AS6;X;08. Aug;06. Apr;07. Jul;37;181
MAZDA;Mazda3 4-Door (Cylinder Deactivation);COMPACT;02. May;4;AS6;X;08. Aug;06. Jun;07. Aug;36;183
MAZDA;Mazda3 4-Door 4WD;COMPACT;02. May;4;AS6;X;09. Feb;7;08. Feb;34;192
MAZDA;Mazda3 5-Door;MID-SIZE;2;4;AS6;X;08. Jun;06. Jul;07. Jul;37;181
MAZDA;Mazda3 5-Door (SIL);MID-SIZE;2;4;M6;X;08. Jul;06. Jun;07. Aug;36;181
MAZDA;Mazda3 5-Door;MID-SIZE;02. May;4;AS6;X;9;06. Aug;8;35;187
MAZDA;Mazda3 5-Door;MID-SIZE;02. May;4;M6;X;09. Feb;06. Jun;08. Jan;35;189
MAZDA;Mazda3 5-Door 4WD;MID-SIZE;02. May;4;AS6;X;09. Aug;07. Apr;08. Jul;32;204
MAZDA;Mazda6;MID-SIZE;02. May;4;AS6;X;09. Jan;06. Jul;8;35;187
MAZDA;Mazda6 Turbo;MID-SIZE;02. May;4;AS6;X;10;07. May;08. Sep;32;208
MAZDA;MX-5;TWO-SEATER;2;4;AS6;Z;9;06. Jun;07. Sep;36;186
MAZDA;MX-5 (SIL);TWO-SEATER;2;4;M6;Z;9;7;08. Jan;35;189
MERCEDES-BENZ;A 220;SUBCOMPACT;2;4;AM7;Z;09. Jul;06. Aug;08. Apr;34;195
MERCEDES-BENZ;A 220 4MATIC;SUBCOMPACT;2;4;AM7;Z;09. Jun;07. Jan;08. May;33;199
MERCEDES-BENZ;A 250;STATION WAGON - SMALL;2;4;AM7;Z;09. Apr;06. Aug;08. Mar;34;192
MERCEDES-BENZ;A 250 4MATIC;STATION WAGON - SMALL;2;4;AM7;Z;09. Sep;7;08. Jun;33;201
MERCEDES-BENZ;AMG C 43 4MATIC;COMPACT;3;6;A9;Z;12. Apr;08. Jul;10. Jul;26;253
MERCEDES-BENZ;AMG C 43 4MATIC Cabriolet;SUBCOMPACT;3;6;A9;Z;12. Jul;09. Feb;11. Feb;25;263
MERCEDES-BENZ;AMG C 43 4MATIC Coupe;SUBCOMPACT;3;6;A9;Z;12. Sep;08. Aug;11. Jan;25;255
MERCEDES-BENZ;AMG C 43 4MATIC Wagon;STATION WAGON - SMALL;3;6;A9;Z;12. Apr;08. Sep;10. Aug;26;255
MERCEDES-BENZ;AMG C 63;COMPACT;4;8;A9;Z;13. Feb;08. Jul;11. Feb;25;263
MERCEDES-BENZ;AMG C 63 S;COMPACT;4;8;A9;Z;13. Feb;08. Jul;11. Feb;25;263
MERCEDES-BENZ;AMG C 63 S Cabriolet;SUBCOMPACT;4;8;A9;Z;13. Sep;09. Jul;12;24;282
MERCEDES-BENZ;AMG C 63 S Coupe;SUBCOMPACT;4;8;A9;Z;13. Sep;09. Feb;11. Aug;24;277
MERCEDES-BENZ;AMG CLA 45 4MATIC;MINICOMPACT;2;4;AM7;Z;10. Mar;07. Sep;09. Feb;31;217
MERCEDES-BENZ;AMG CLS 53 4MATIC+;COMPACT;3;6;A9;Z;12. Apr;08. Jul;10. Jul;26;235
MERCEDES-BENZ;AMG E 53 4MATIC+;MID-SIZE;3;6;A9;Z;11. Feb;08. Mar;09. Sep;29;232
MERCEDES-BENZ;AMG E 53 4MATIC+ Cabriolet;SUBCOMPACT;3;6;A9;Z;12. May;9;10. Sep;26;245
MERCEDES-BENZ;AMG E 53 4MATIC+ Coupe;SUBCOMPACT;3;6;A9;Z;12. Mar;08. May;10. Jun;27;237
MERCEDES-BENZ;AMG E 53 4MATIC+ Wagon;STATION WAGON - MID-SIZE;3;6;A9;Z;11. May;08. Jun;10. Feb;28;239
MERCEDES-BENZ;AMG E 63 S 4MATIC+;MID-SIZE;4;8;A9;Z;16;10. May;13. May;21;318
MERCEDES-BENZ;AMG E 63 S 4MATIC+ Wagon;STATION WAGON - MID-SIZE;4;8;A9;Z;14. Jun;10. Apr;12. Jul;22;299
MERCEDES-BENZ;AMG G 63;SUV - STANDARD;4;8;A9;Z;18. Jan;15. Jun;17;17;396
MERCEDES-BENZ;AMG GLA 45 4MATIC;STATION WAGON - MID-SIZE;2;4;AM7;Z;10. Jul;08. Mar;09. Jun;29;225
MERCEDES-BENZ;AMG GLC 43 4MATIC;SUV - SMALL;3;6;A9;Z;12. May;09. Jun;11. Feb;25;262
MERCEDES-BENZ;AMG GLC 43 4MATIC Coupe;SUV - SMALL;3;6;A9;Z;12. Jun;09. Jul;11. Mar;25;265
MERCEDES-BENZ;AMG GLC 63 S 4MATIC+;SUV - SMALL;4;8;A9;Z;15;10. Sep;13. Feb;21;309
MERCEDES-BENZ;AMG GLC 63 S 4MATIC+ Coupe;SUV - SMALL;4;8;A9;Z;15;10. Sep;13. Feb;21;309
MERCEDES-BENZ;AMG GLE 43 4MATIC;SUV - STANDARD;3;6;A9;Z;14;10. Jun;12. Apr;23;292
MERCEDES-BENZ;AMG GLE 43 4MATIC Coupe;SUV - STANDARD;3;6;A9;Z;14. Jan;10. Sep;12. Jun;22;297
MERCEDES-BENZ;AMG GLE 63 S 4MATIC;SUV - STANDARD;04. Jul;8;A7;Z;17. Jul;13. Apr;15. Aug;18;370
MERCEDES-BENZ;AMG GLE 63 S 4MATIC Coupe;SUV - STANDARD;04. Jul;8;A7;Z;17. Feb;12. Aug;15. Feb;19;357
MERCEDES-BENZ;AMG GLS 63 4MATIC;SUV - STANDARD;04. Jul;8;A7;Z;17. Aug;13. Feb;15. Jul;18;370
MERCEDES-BENZ;AMG GT 53 4MATIC+ Coupe;COMPACT;3;6;A9;Z;12. Apr;09. Aug;11. Feb;25;264
MERCEDES-BENZ;AMG GT 63 4MATIC+ Coupe;COMPACT;4;8;A9;Z;15. May;11. May;13. Jul;21;323
MERCEDES-BENZ;AMG GT 63 S 4MATIC+ Coupe;COMPACT;4;8;A9;Z;15. Jun;11. May;13. Jul;21;324
MERCEDES-BENZ;AMG GT C Coupe;TWO-SEATER;4;8;AM7;Z;15. Mar;11. Apr;13. May;21;315
MERCEDES-BENZ;AMG GT C Roadster;TWO-SEATER;4;8;AM7;Z;15. Feb;11. Apr;13. May;21;315
MERCEDES-BENZ;AMG GT R Coupe;TWO-SEATER;4;8;AM7;Z;15. Sep;11. Aug;14;20;327
MERCEDES-BENZ;AMG S 63 4MATIC+;FULL-SIZE;4;8;A9;Z;14. Jan;08. Sep;11. Aug;24;275
MERCEDES-BENZ;AMG S 63 4MATIC+ Cabriolet;SUBCOMPACT;4;8;A9;Z;15. Aug;09. Aug;13. Jan;22;306
MERCEDES-BENZ;AMG S 63 4MATIC+ Coupe;COMPACT;4;8;A9;Z;14;08. Jul;11. Jun;24;271
MERCEDES-BENZ;AMG S 65;FULL-SIZE;6;12;A7;Z;18. Jun;10. Sep;15. Jan;19;356
MERCEDES-BENZ;AMG S 65 Cabriolet;SUBCOMPACT;6;12;A9;Z;17. Jan;11;14. Mar;20;337
MERCEDES-BENZ;AMG S 65 Coupe;COMPACT;6;12;A9;Z;17. Jun;11;14. Jun;19;343
MERCEDES-BENZ;AMG SL 63;TWO-SEATER;05. May;8;A7;Z;15. Mar;10. Feb;13;22;303
MERCEDES-BENZ;AMG SLC 43;TWO-SEATER;3;6;A9;Z;11. Aug;08. Feb;10. Feb;28;238
MERCEDES-BENZ;B 250;STATION WAGON - SMALL;2;4;AM7;Z;09. Aug;06. Aug;08. Apr;34;196
MERCEDES-BENZ;B 250 4MATIC;STATION WAGON - SMALL;2;4;AM7;Z;10. Mar;07. Aug;09. Jan;31;215
MERCEDES-BENZ;C 300 4MATIC;COMPACT;2;4;A9;Z;11;07. Mar;09. Apr;30;219
MERCEDES-BENZ;C 300 4MATIC Cabriolet;SUBCOMPACT;2;4;A9;Z;11. Mar;08. Jan;09. Sep;29;231
MERCEDES-BENZ;C 300 4MATIC Coupe;SUBCOMPACT;2;4;A9;Z;10. Sep;07. Jul;09. May;30;221
MERCEDES-BENZ;C 300 4MATIC Wagon;STATION WAGON - SMALL;2;4;A9;Z;10. Sep;07. Jul;09. May;30;221
MERCEDES-BENZ;CLA 250;MINICOMPACT;2;4;AM7;Z;09. Jun;06. Jun;08. Feb;34;193
MERCEDES-BENZ;CLA 250 4MATIC;MINICOMPACT;2;4;AM7;Z;09. Sep;07. Mar;08. Jul;32;204
MERCEDES-BENZ;CLS 450 4MATIC;COMPACT;3;6;A9;Z;11. Mar;07. Sep;09. Aug;29;213
MERCEDES-BENZ;E 300 4MATIC;MID-SIZE;2;4;A9;Z;11;08. Jan;09. Jul;29;228
MERCEDES-BENZ;E 450 4MATIC;MID-SIZE;3;6;A9;Z;11. Aug;08. May;10. Mar;27;244
MERCEDES-BENZ;E 450 4MATIC Cabriolet;SUBCOMPACT;3;6;A9;Z;12. Jul;10. Jan;11. Jun;24;271
MERCEDES-BENZ;E 450 4MATIC Coupe;SUBCOMPACT;3;6;A9;Z;12. May;09. Jan;11;26;257
MERCEDES-BENZ;E 450 4MATIC Wagon;STATION WAGON - MID-SIZE;3;6;A9;Z;12. Mar;08. Sep;10. Aug;26;254
MERCEDES-BENZ;G 550;SUV - STANDARD;4;8;A9;Z;18;14. Jan;16. Mar;17;378
MERCEDES-BENZ;GLA 250 4MATIC;SUV - SMALL;2;4;AM7;Z;10. Jan;07. Jun;9;31;209
MERCEDES-BENZ;GLC 300 4MATIC;SUV - SMALL;2;4;A9;Z;11;08. Jul;10;28;234
MERCEDES-BENZ;GLC 300 4MATIC Coupe;SUV - SMALL;2;4;A9;Z;10. Aug;9;10;28;234
MERCEDES-BENZ;GLE 400 4MATIC;SUV - STANDARD;3;6;A9;Z;13. May;10. Mar;12. Jan;23;282
MERCEDES-BENZ;GLS 450 4MATIC;SUV - STANDARD;3;6;A9;Z;14. Sep;11. Feb;13. Feb;21;312
MERCEDES-BENZ;GLS 550 4MATIC;SUV - STANDARD;04. Jul;8;A9;Z;17. Feb;12. Jun;15. Jan;19;355
MERCEDES-BENZ;Maybach S 560 4MATIC;FULL-SIZE;4;8;A9;Z;14. Apr;09. May;12. Feb;23;286
MERCEDES-BENZ;Maybach S 650;FULL-SIZE;6;12;A7;Z;18. Apr;11. Jan;15. Jan;19;355
MERCEDES-BENZ;Metris Cargo;SPECIAL PURPOSE VEHICLE;2;4;A7;Z;11. May;09. Aug;10. Jul;26;251
MERCEDES-BENZ;Metris Cargo LWB;SPECIAL PURPOSE VEHICLE;2;4;A7;Z;11. Mar;09. Jun;10. May;27;248
MERCEDES-BENZ;Metris Passenger;SPECIAL PURPOSE VEHICLE;2;4;A7;Z;12. Mar;10. Mar;11. Apr;25;268
MERCEDES-BENZ;S 450 4MATIC SWB;MID-SIZE;3;6;A9;Z;12. Aug;08. May;10. Aug;26;253
MERCEDES-BENZ;S 560 Cabriolet;SUBCOMPACT;4;8;A9;Z;13. Aug;09. Feb;11. Jul;24;275
MERCEDES-BENZ;S 560 4MATIC;FULL-SIZE;4;8;A9;Z;13. May;08. Jun;11. Mar;25;265
MERCEDES-BENZ;S 560 4MATIC SWB;MID-SIZE;4;8;A9;Z;13. May;08. Jun;11. Mar;25;265
MERCEDES-BENZ;SL 450;TWO-SEATER;3;6;A9;Z;11. Aug;08. May;10. Mar;27;241
MERCEDES-BENZ;SL 550;TWO-SEATER;04. Jul;8;A9;Z;13. May;09. Mar;11. Jun;24;270
MERCEDES-BENZ;SLC 300;TWO-SEATER;2;4;A9;Z;10;07. Mar;08. Aug;32;205
MINI;Cooper 3 Door;SUBCOMPACT;01. May;3;AS6;Z;08. Aug;06. Aug;07. Sep;36;184
MINI;Cooper 3 Door;SUBCOMPACT;01. May;3;M6;Z;08. May;06. Feb;07. May;38;175
MINI;Cooper 5 Door;SUBCOMPACT;01. May;3;AS6;Z;08. Aug;06. Aug;07. Sep;36;184
MINI;Cooper 5 Door;SUBCOMPACT;01. May;3;M6;Z;08. Apr;06. Mar;07. May;38;175
MINI;Cooper Clubman ALL4;MID-SIZE;01. May;3;AS8;Z;10. Feb;07. Jun;9;31;212
MINI;Cooper Clubman ALL4;MID-SIZE;01. May;3;M6;Z;10. May;07. Apr;09. Jan;31;214
MINI;Cooper Convertible;MINICOMPACT;01. May;3;AS6;Z;08. Aug;06. Aug;07. Sep;36;184
MINI;Cooper Convertible;MINICOMPACT;01. May;3;M6;Z;08. Apr;06. Mar;07. May;38;175
MINI;Cooper Countryman ALL4;STATION WAGON - SMALL;01. May;3;AS8;Z;10. Mar;07. Sep;09. Feb;31;215
MINI;Cooper Countryman ALL4;STATION WAGON - SMALL;01. May;3;M6;Z;10. May;07. Apr;09. Jan;31;214
MINI;Cooper S 3 Door;SUBCOMPACT;2;4;AS6;Z;09. Mar;07. Mar;08. Apr;34;197
MINI;Cooper S 3 Door;SUBCOMPACT;2;4;M6;Z;10. Feb;07. Apr;9;31;210
MINI;Cooper S 5 Door;SUBCOMPACT;2;4;AS6;Z;09. Mar;07. Mar;08. Apr;34;197
MINI;Cooper S 5 Door;SUBCOMPACT;2;4;M6;Z;10. Feb;07. Apr;9;31;210
MINI;Cooper S Clubman ALL4;MID-SIZE;2;4;AS8;Z;10. Apr;07. Jun;09. Feb;31;214
MINI;Cooper S Clubman ALL4;MID-SIZE;2;4;M6;Z;11. Apr;07. Jul;09. Jul;29;227
MINI;Cooper S Convertible;MINICOMPACT;2;4;AS6;Z;09. Apr;07. Feb;08. Apr;34;197
MINI;Cooper S Convertible;MINICOMPACT;2;4;M6;Z;10. Feb;07. Apr;9;31;210
MINI;Cooper S Countryman ALL4;MID-SIZE;2;4;AS8;Z;10. May;07. Jun;09. Feb;31;215
MINI;Cooper S Countryman ALL4;MID-SIZE;2;4;M6;Z;11. Mar;07. Aug;09. Jul;29;228
MINI;John Cooper Works 3 Door;SUBCOMPACT;2;4;AS6;Z;09. Mar;07. Mar;08. Apr;34;197
MINI;John Cooper Works 3 Door;SUBCOMPACT;2;4;M6;Z;10. Feb;07. Apr;9;31;210
MINI;John Cooper Works Clubman ALL4;MID-SIZE;2;4;AS8;Z;10. Apr;07. Jun;09. Feb;31;214
MINI;John Cooper Works Clubman ALL4;MID-SIZE;2;4;M6;Z;11. Apr;07. Jul;09. Jul;29;227
MINI;John Cooper Works Convertible;MINICOMPACT;2;4;AS6;Z;09. Apr;07. Feb;08. Apr;34;197
MINI;John Cooper Works Convertible;MINICOMPACT;2;4;M6;Z;10. Aug;07. Jul;09. Apr;30;220
MINI;John Cooper Works Countryman ALL4;MID-SIZE;2;4;AS8;Z;10. Jun;07. Aug;09. Mar;30;220
MINI;John Cooper Works Countryman ALL4;MID-SIZE;2;4;M6;Z;11. Mar;07. Aug;09. Jul;29;228
MITSUBISHI;Eclipse Cross 4WD;SUV - SMALL;01. May;4;AV8;X;09. Jun;08. Sep;09. Mar;30;216
MITSUBISHI;Mirage;COMPACT;01. Feb;3;AV;X;06. Jun;05. Jun;06. Feb;46;143
MITSUBISHI;Mirage;COMPACT;01. Feb;3;M5;X;07. Jan;05. Aug;06. May;43;151
MITSUBISHI;Mirage G4;COMPACT;01. Feb;3;AV;X;06. Sep;05. Jul;06. Apr;44;148
MITSUBISHI;Mirage G4;COMPACT;01. Feb;3;M5;X;07. Feb;05. Sep;06. Jun;43;153
MITSUBISHI;Outlander 4WD;SUV - SMALL;02. Apr;4;AV6;X;09. Sep;08. Jan;09. Jan;31;212
MITSUBISHI;Outlander 4WD;SUV - SMALL;3;6;AS6;Z;12;08. Aug;10. Jun;27;246
MITSUBISHI;RVR;SUV - SMALL;2;4;AV6;X;09. Jul;07. Aug;08. Aug;32;206
MITSUBISHI;RVR 4WD;SUV - SMALL;2;4;AV6;X;10. Jan;08. Feb;09. Feb;31;213
MITSUBISHI;RVR 4WD;SUV - SMALL;02. Apr;4;AV6;X;10. Mar;08. Mar;09. Apr;30;218
NISSAN;370Z;TWO-SEATER;03. Jul;6;AS7;Z;12. Jun;09. Mar;11. Jan;25;261
NISSAN;370Z;TWO-SEATER;03. Jul;6;M6;Z;13. Mar;09. Mar;11. May;25;270
NISSAN;370Z Roadster;TWO-SEATER;03. Jul;6;AS7;Z;13;09. Jul;11. May;25;271
NISSAN;370Z Roadster;TWO-SEATER;03. Jul;6;M6;Z;13. Jun;09. Jul;11. Aug;24;279
NISSAN;Altima;MID-SIZE;02. May;4;AV;X;08. Jun;06. Jan;07. Apr;38;174
NISSAN;Altima SR/Platinum;MID-SIZE;2;4;AV;X;09. Jan;06. Sep;08. Jan;35;190
NISSAN;Altima SR/Platinum;MID-SIZE;02. May;4;AV;X;08. May;06. Mar;07. May;38;177
NISSAN;Altima AWD;MID-SIZE;02. May;4;AV;X;09. Jan;06. May;07. Sep;36;186
NISSAN;Altima AWD SR/Platinum;MID-SIZE;02. May;4;AV;X;09. Mar;06. Jul;08. Jan;35;190
NISSAN;Armada 4WD;SUV - STANDARD;05. Jun;8;AS7;X;17. Jul;12. Sep;15. May;18;364
NISSAN;Frontier;PICKUP TRUCK - SMALL;02. May;4;A5;X;13. Jul;10. Jul;12. Mar;23;290
NISSAN;Frontier;PICKUP TRUCK - SMALL;4;6;A5;X;14. Jul;10. Mar;12. Jul;22;299
NISSAN;Frontier 4WD;PICKUP TRUCK - SMALL;4;6;A5;X;15. Aug;11. May;13. Sep;20;326
NISSAN;Frontier 4WD;PICKUP TRUCK - SMALL;4;6;M6;X;15. Jan;11. May;13. May;21;317
NISSAN;GT-R;SUBCOMPACT;03. Aug;6;AM6;Z;14. Feb;10. Jul;12. Jun;22;295
NISSAN;Kicks;MID-SIZE;01. Jun;4;AV;X;07. Jul;06. Jun;07. Feb;39;169
NISSAN;Maxima;MID-SIZE;03. May;6;AV7;Z;11. Jun;07. Sep;09. Sep;29;233
NISSAN;Micra;COMPACT;01. Jun;4;A4;X;9;06. Aug;8;35;188
NISSAN;Micra;COMPACT;01. Jun;4;M5;X;08. Jul;06. Aug;07. Sep;36;186
NISSAN;Murano;STATION WAGON - MID-SIZE;03. May;6;AV7;X;11. Jul;08. Mar;10. Feb;28;240
NISSAN;Murano AWD;STATION WAGON - MID-SIZE;03. May;6;AV7;X;11. Jul;08. May;10. Mar;27;242
NISSAN;NV200 Cargo Van;SPECIAL PURPOSE VEHICLE;2;4;AV;X;09. Aug;08. Aug;09. Mar;30;218
NISSAN;Pathfinder;SUV - SMALL;03. May;6;AV;X;11. Jun;08. May;10. Feb;28;240
NISSAN;Pathfinder 4WD;SUV - SMALL;03. May;6;AV;X;12. Jan;08. Sep;10. Jul;26;250
NISSAN;Pathfinder 4WD Platinum;SUV - SMALL;03. May;6;AV;X;12. Apr;09. Feb;11;26;259
NISSAN;Qashqai;STATION WAGON - SMALL;2;4;AV7;X;08. Jun;07. Feb;8;35;188
NISSAN;Qashqai;STATION WAGON - SMALL;2;4;M6;X;10. Jan;08. Jan;09. Feb;31;217
NISSAN;Qashqai AWD;STATION WAGON - SMALL;2;4;AV7;X;09. Jan;07. Jun;08. Apr;34;198
NISSAN;Rogue;SUV - SMALL;02. May;4;AV;X;09. Jan;07. Jan;08. Feb;34;192
NISSAN;Rogue AWD;SUV - SMALL;02. May;4;AV;X;09. Jun;07. May;08. Jul;32;204
NISSAN;Sentra;MID-SIZE;01. Aug;4;AV;X;08. Jan;06. Mar;07. Mar;39;172
NISSAN;Sentra;MID-SIZE;01. Aug;4;M6;X;08. Aug;06. Jun;07. Aug;36;183
NISSAN;Sentra (Turbo);MID-SIZE;01. Jun;4;AV7;Z;08. Sep;07. Mar;08. Feb;34;193
NISSAN;Sentra (Turbo);MID-SIZE;01. Jun;4;M6;Z;09. Jan;07. Mar;08. Mar;34;195
NISSAN;Sentra Nismo;MID-SIZE;01. Jun;4;AV7;Z;09. Apr;07. Aug;08. Jul;32;205
NISSAN;Sentra Nismo;MID-SIZE;01. Jun;4;M6;Z;09. May;07. Jun;08. Jul;32;204
NISSAN;Titan;PICKUP TRUCK - STANDARD;05. Jun;8;AS7;X;15;11. Feb;13. Mar;21;312
NISSAN;Titan 4WD;PICKUP TRUCK - STANDARD;05. Jun;8;AS7;X;15. Feb;11. Jan;13. Apr;21;315
NISSAN;Titan 4WD Pro-4X;PICKUP TRUCK - STANDARD;05. Jun;8;AS7;X;15. Sep;11. Sep;14. Jan;20;331
NISSAN;Versa;MID-SIZE;01. Jun;4;AV;X;07. Jun;06. Feb;7;40;164
NISSAN;Versa;MID-SIZE;01. Jun;4;M5;X;08. Jun;06. Jun;07. Jul;37;180
PORSCHE;911 Carrera;MINICOMPACT;3;6;AM7;Z;10. Jun;8;09. Apr;30;221
PORSCHE;911 Carrera;MINICOMPACT;3;6;M7;Z;11. Aug;08. Jan;10. Jan;28;237
PORSCHE;911 Carrera Cabriolet;MINICOMPACT;3;6;AM7;Z;10. Aug;08. Mar;09. Jul;29;227
PORSCHE;911 Carrera Cabriolet;MINICOMPACT;3;6;M7;Z;12;08. Feb;10. Mar;27;241
